Fuzzing (with MutationEngine),0d 0h 5m 57s,16:54:26 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,51.15,69.76,4.04,4.15,0,,,,,,,,0,6.14,85.34,29.9,0,,,,0,299.14,2.36,52.51,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 6m 22s,16:54:50 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,56.98,68.74,3.66,4.14,0,,,,,,,,0,6.24,91.1,33.35,0,,,,0,302.18,2.5,55.87,0,false,false,true,false
Fuzzing (with MutationEngine),0d 0h 6m 23s,16:54:51 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,57.01,68.8,3.66,4.14,0,,,,,,,,0,6.24,91.19,33.35,0,,,,0,302.18,2.49,55.87,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 6m 23s,16:54:51 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,57.03,68.86,3.65,4.13,0,,,,,,,,0,6.24,91.31,33.35,0,,,,0,302.18,2.49,55.86,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 6m 24s,16:54:52 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,57.05,68.91,3.65,4.12,0,,,,,,,,0,6.24,91.45,33.35,0,,,,0,302.18,2.49,55.86,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 6m 25s,16:54:53 - 12.05.2025,0,0,0d 0h 0m 2s,0,0,,57.08,68.97,3.65,4.11,0,,,,,,,,0,6.24,91.61,33.35,0,,,,0,302.18,2.49,55.86,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 15m 31s,17:03:59 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.49,67.67,4.78,4.3,0,,,,,,,,0,7.44,107.97,31.52,0,,,,0,403.5,3.27,63.27,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 15m 32s,17:04:00 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.45,67.65,4.83,4.33,0,,,,,,,,0,7.44,108.08,31.52,0,,,,0,403.5,3.27,63.27,0,false,false,false,true
Fuzzing (with MutationEngine),0d 0h 15m 33s,17:04:01 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,68.41,67.63,4.83,4.33,0,,,,,,,,0,7.44,108.16,31.52,0,,,,0,403.5,3.27,63.27,0,false,false,true,false
Fuzzing (with MutationEngine),0d 0h 15m 33s,17:04:01 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,68.42,67.64,4.83,4.33,0,,,,,,,,0,7.44,108.23,31.52,0,,,,0,403.5,3.27,63.27,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 15m 33s,17:04:01 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,68.44,67.65,4.83,4.32,0,,,,,,,,0,7.44,108.31,31.52,0,,,,0,403.5,3.27,63.27,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 15m 33s,17:04:01 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.4,67.63,4.82,4.32,0,,,,,,,,0,7.44,108.3,31.52,0,,,,0,403.5,3.27,63.27,0,false,false,true,false
Fuzzing (with MutationEngine),0d 0h 15m 34s,17:04:02 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.41,67.64,4.82,4.32,0,,,,,,,,0,7.44,108.28,31.52,0,,,,0,403.5,3.27,63.27,0,true,false,false,false
